Contract_Title,Evaluation_Method,Architecture,Level,Clause_Type,TP,FP,FN,Precision,Recall,F1_Score
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,Binary,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,Count,Edge Only,Clause-Level,Non Compete,0,4,0,0.0,0.0,0.0
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,Count,Cloud Only,Clause-Level,Non Compete,0,1,0,0.0,0.0,0.0
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,Count,Hybrid,Clause-Level,Non Compete,0,2,0,0.0,0.0,0.0
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,Count,Edge Only,Clause-Level,Termination For Convenience,2,11,0,0.1538,1.0,0.2667
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,Count,Cloud Only,Clause-Level,Termination For Convenience,2,0,0,1.0,1.0,1.0
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,Count,Hybrid,Clause-Level,Termination For Convenience,1,0,1,1.0,0.5,0.6667
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,Count,Edge Only,Clause-Level,Uncapped Liability,1,2,0,0.3333,1.0,0.5
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,Count,Cloud Only,Clause-Level,Uncapped Liability,1,1,0,0.5,1.0,0.6667
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,Count,Hybrid,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,Count,Edge Only,Clause-Level,Cap On Liability,3,0,1,1.0,0.75,0.8571
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,Count,Cloud Only,Clause-Level,Cap On Liability,3,0,1,1.0,0.75,0.8571
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,Count,Hybrid,Clause-Level,Cap On Liability,2,0,2,1.0,0.5,0.6667
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,6,17,1,0.2609,0.8571,0.4
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,6,2,1,0.75,0.8571,0.8
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,4,2,3,0.6667,0.5714,0.6154
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Non Compete,0,0,1,0.0,0.0,0.0
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Termination For Convenience,0,1,0,0.0,0.0,0.0
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Termination For Convenience,0,0,0,0.0,0.0,0.0
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Termination For Convenience,0,0,0,0.0,0.0,0.0
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Uncapped Liability,0,0,1,0.0,0.0,0.0
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Uncapped Liability,0,0,1,0.0,0.0,0.0
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,2,1,1,0.6667,0.6667,0.6667
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,2,0,1,1.0,0.6667,0.8
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,2,0,1,1.0,0.6667,0.8
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Count,Edge Only,Clause-Level,Non Compete,0,0,3,0.0,0.0,0.0
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Non Compete,3,2,0,0.6,1.0,0.75
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Count,Hybrid,Clause-Level,Non Compete,1,0,2,1.0,0.3333,0.5
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Count,Edge Only,Clause-Level,Termination For Convenience,0,10,0,0.0,0.0,0.0
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Termination For Convenience,0,0,0,0.0,0.0,0.0
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Count,Hybrid,Clause-Level,Termination For Convenience,0,0,0,0.0,0.0,0.0
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Count,Edge Only,Clause-Level,Uncapped Liability,2,1,0,0.6667,1.0,0.8
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Uncapped Liability,0,0,2,0.0,0.0,0.0
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Count,Hybrid,Clause-Level,Uncapped Liability,0,0,2,0.0,0.0,0.0
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Count,Edge Only,Clause-Level,Cap On Liability,2,2,0,0.5,1.0,0.6667
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Cap On Liability,2,1,0,0.6667,1.0,0.8
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Count,Hybrid,Clause-Level,Cap On Liability,1,0,1,1.0,0.5,0.6667
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,4,13,3,0.2353,0.5714,0.3333
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,5,3,2,0.625,0.7143,0.6667
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,2,0,5,1.0,0.2857,0.4444
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Termination For Convenience,0,1,0,0.0,0.0,0.0
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Termination For Convenience,0,1,0,0.0,0.0,0.0
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Termination For Convenience,0,1,0,0.0,0.0,0.0
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Binary,Edge Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Binary,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Binary,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Count,Edge Only,Clause-Level,Non Compete,3,3,0,0.5,1.0,0.6667
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Non Compete,3,2,0,0.6,1.0,0.75
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Count,Hybrid,Clause-Level,Non Compete,3,1,0,0.75,1.0,0.8571
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Count,Edge Only,Clause-Level,Termination For Convenience,0,18,0,0.0,0.0,0.0
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Termination For Convenience,0,1,0,0.0,0.0,0.0
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Count,Hybrid,Clause-Level,Termination For Convenience,0,3,0,0.0,0.0,0.0
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Count,Edge Only,Clause-Level,Uncapped Liability,2,6,0,0.25,1.0,0.4
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Uncapped Liability,1,0,1,1.0,0.5,0.6667
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Count,Hybrid,Clause-Level,Uncapped Liability,2,0,0,1.0,1.0,1.0
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Count,Edge Only,Clause-Level,Cap On Liability,2,7,0,0.2222,1.0,0.3636
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Count,Cloud Only,Clause-Level,Cap On Liability,2,0,0,1.0,1.0,1.0
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Count,Hybrid,Clause-Level,Cap On Liability,2,1,0,0.6667,1.0,0.8
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,7,34,0,0.1707,1.0,0.2917
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,6,3,1,0.6667,0.8571,0.75
TomOnlineInc_20060501_20-F_EX-4.46_749700_EX-4.46_Co-Branding Agreement,Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,7,5,0,0.5833,1.0,0.7368
"Sonos, Inc. - Manufacturing Agreement ",Binary,Edge Only,Clause-Level,Non Compete,0,1,0,0.0,0.0,0.0
"Sonos, Inc. - Manufacturing Agreement ",Binary,Cloud Only,Clause-Level,Non Compete,0,0,0,0.0,0.0,0.0
"Sonos, Inc. - Manufacturing Agreement ",Binary,Hybrid,Clause-Level,Non Compete,0,1,0,0.0,0.0,0.0
"Sonos, Inc. - Manufacturing Agreement ",Binary,Edge Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
"Sonos, Inc. - Manufacturing Agreement ",Binary,Cloud Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
"Sonos, Inc. - Manufacturing Agreement ",Binary,Hybrid,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
"Sonos, Inc. - Manufacturing Agreement ",Binary,Edge Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
"Sonos, Inc. - Manufacturing Agreement ",Binary,Cloud Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
"Sonos, Inc. - Manufacturing Agreement ",Binary,Hybrid,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
"Sonos, Inc. - Manufacturing Agreement ",Binary,Edge Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
"Sonos, Inc. - Manufacturing Agreement ",Binary,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
"Sonos, Inc. - Manufacturing Agreement ",Binary,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
"Sonos, Inc. - Manufacturing Agreement ",Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
"Sonos, Inc. - Manufacturing Agreement ",Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,3,0,0,1.0,1.0,1.0
"Sonos, Inc. - Manufacturing Agreement ",Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
"Sonos, Inc. - Manufacturing Agreement ",Count,Edge Only,Clause-Level,Non Compete,0,4,0,0.0,0.0,0.0
"Sonos, Inc. - Manufacturing Agreement ",Count,Cloud Only,Clause-Level,Non Compete,0,0,0,0.0,0.0,0.0
"Sonos, Inc. - Manufacturing Agreement ",Count,Hybrid,Clause-Level,Non Compete,0,1,0,0.0,0.0,0.0
"Sonos, Inc. - Manufacturing Agreement ",Count,Edge Only,Clause-Level,Termination For Convenience,1,21,0,0.0455,1.0,0.087
"Sonos, Inc. - Manufacturing Agreement ",Count,Cloud Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
"Sonos, Inc. - Manufacturing Agreement ",Count,Hybrid,Clause-Level,Termination For Convenience,1,5,0,0.1667,1.0,0.2857
"Sonos, Inc. - Manufacturing Agreement ",Count,Edge Only,Clause-Level,Uncapped Liability,2,10,0,0.1667,1.0,0.2857
"Sonos, Inc. - Manufacturing Agreement ",Count,Cloud Only,Clause-Level,Uncapped Liability,1,0,1,1.0,0.5,0.6667
"Sonos, Inc. - Manufacturing Agreement ",Count,Hybrid,Clause-Level,Uncapped Liability,2,0,0,1.0,1.0,1.0
"Sonos, Inc. - Manufacturing Agreement ",Count,Edge Only,Clause-Level,Cap On Liability,4,0,0,1.0,1.0,1.0
"Sonos, Inc. - Manufacturing Agreement ",Count,Cloud Only,Clause-Level,Cap On Liability,3,0,1,1.0,0.75,0.8571
"Sonos, Inc. - Manufacturing Agreement ",Count,Hybrid,Clause-Level,Cap On Liability,1,0,3,1.0,0.25,0.4
"Sonos, Inc. - Manufacturing Agreement ",Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,7,35,0,0.1667,1.0,0.2857
"Sonos, Inc. - Manufacturing Agreement ",Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,5,0,2,1.0,0.7143,0.8333
"Sonos, Inc. - Manufacturing Agreement ",Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,4,6,3,0.4,0.5714,0.4706
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Binary,Edge Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Binary,Cloud Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Binary,Hybrid,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Binary,Edge Only,Clause-Level,Termination For Convenience,0,1,0,0.0,0.0,0.0
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Binary,Cloud Only,Clause-Level,Termination For Convenience,0,0,0,0.0,0.0,0.0
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Binary,Hybrid,Clause-Level,Termination For Convenience,0,0,0,0.0,0.0,0.0
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Binary,Edge Only,Clause-Level,Uncapped Liability,1,0,0,1.0,1.0,1.0
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Binary,Cloud Only,Clause-Level,Uncapped Liability,0,0,1,0.0,0.0,0.0
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Binary,Hybrid,Clause-Level,Uncapped Liability,0,0,1,0.0,0.0,0.0
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Binary,Edge Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Binary,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Binary,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,2,0,1,1.0,0.6667,0.8
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,2,0,1,1.0,0.6667,0.8
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Count,Edge Only,Clause-Level,Non Compete,1,0,2,1.0,0.3333,0.5
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Count,Cloud Only,Clause-Level,Non Compete,3,2,0,0.6,1.0,0.75
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Count,Hybrid,Clause-Level,Non Compete,3,0,0,1.0,1.0,1.0
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Count,Edge Only,Clause-Level,Termination For Convenience,0,10,0,0.0,0.0,0.0
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Count,Cloud Only,Clause-Level,Termination For Convenience,0,0,0,0.0,0.0,0.0
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Count,Hybrid,Clause-Level,Termination For Convenience,0,0,0,0.0,0.0,0.0
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Count,Edge Only,Clause-Level,Uncapped Liability,2,2,0,0.5,1.0,0.6667
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Count,Cloud Only,Clause-Level,Uncapped Liability,0,0,2,0.0,0.0,0.0
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Count,Hybrid,Clause-Level,Uncapped Liability,0,0,2,0.0,0.0,0.0
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Count,Edge Only,Clause-Level,Cap On Liability,2,2,0,0.5,1.0,0.6667
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Count,Cloud Only,Clause-Level,Cap On Liability,1,0,1,1.0,0.5,0.6667
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Count,Hybrid,Clause-Level,Cap On Liability,1,0,1,1.0,0.5,0.6667
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Count,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,5,14,2,0.2632,0.7143,0.3846
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Count,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,4,2,3,0.6667,0.5714,0.6154
RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Count,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,4,0,3,1.0,0.5714,0.7273
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,Binary,Edge Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,Binary,Cloud Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,Binary,Hybrid,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,Binary,Edge Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,Binary,Cloud Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,Binary,Hybrid,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,Binary,Edge Only,Clause-Level,Uncapped Liability,0,1,0,0.0,0.0,0.0
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,Binary,Cloud Only,Clause-Level,Uncapped Liability,0,1,0,0.0,0.0,0.0
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,Binary,Hybrid,Clause-Level,Uncapped Liability,0,1,0,0.0,0.0,0.0
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,Binary,Edge Only,Clause-Level,Cap On Liability,0,0,1,0.0,0.0,0.0
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,Binary,Cloud Only,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,Binary,Hybrid,Clause-Level,Cap On Liability,1,0,0,1.0,1.0,1.0
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,Binary,Edge Only,Document-Level,ALL CLAUSES AGGREGATED,2,1,1,0.6667,0.6667,0.6667
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,Binary,Cloud Only,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,Binary,Hybrid,Document-Level,ALL CLAUSES AGGREGATED,3,1,0,0.75,1.0,0.8571
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,Count,Edge Only,Clause-Level,Non Compete,1,1,0,0.5,1.0,0.6667
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,Count,Cloud Only,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,Count,Hybrid,Clause-Level,Non Compete,1,0,0,1.0,1.0,1.0
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,Count,Edge Only,Clause-Level,Termination For Convenience,1,3,0,0.25,1.0,0.4
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,Count,Cloud Only,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,Count,Hybrid,Clause-Level,Termination For Convenience,1,0,0,1.0,1.0,1.0
